timestamp,balance_in_USD,profit_loss_in_USD,exact_return
2022-12-16 07:45:03,200.023419032355,0.0278094903545175,0.000109777517564472
2022-12-16 08:45:13,300.024150346887,0.0241503468868127,8.05011562893757e-05
2022-12-16 09:45:19,399.956817682793,-0.0431823172069809,-0.000107955793017452
2022-12-16 10:45:24,500.226732492229,0.219421750546783,0.000453464984458063
2022-12-16 11:45:28,500.748896747231,0.752544403773014,0.0014977934944619
2022-12-16 12:45:37,501.320926838168,1.31364807368116,0.00264185367633657
2022-12-16 13:45:45,500.953083462359,0.953083462358762,0.00190616692471752
2022-12-16 14:45:54,501.244489211994,1.24448921199386,0.00248897842398772
2022-12-16 15:46:01,500.832779364604,0.832779364604058,0.00166555872920812
2022-12-16 16:46:05,500.993171942893,0.993171942892715,0.00198634388578543
