timestamp,balance_in_USD,profit_loss_in_USD,exact_return
2022-12-16 07:45:02,199.98547875143,-0.0145212485703619,-7.26062428518096e-05
2022-12-16 08:45:13,199.962859199095,-0.0371408009047313,-0.000123802669682438
2022-12-16 09:45:20,199.87454029172,-0.125459708280469,-0.000312363421343597
